"","X","Cluster","duration.hr","building_density","building_distance","road_density","road_distance","trail_density","trail_distance","forest_density","season"
"201",195,"NEC112F-1289",63,11,0.643123004387903,38,0.0776046452535499,0,8.96804729903782,0.714416921138763,"summer"
"202",196,"NEC112F-134",8,4,0.768468416834459,78,0.0100118934561918,0,7.02762373449628,0.884297549724579,"winter"
"203",197,"NEC112F-1411",32,0,1.69636043874629,26,0.393556314349734,0,7.08140078980814,0.815427005290985,"summer"
"204",198,"NEC112F-1451",79,0,2.37378657670849,15,0.545001387818436,0,6.90186618841881,0.965105593204498,"summer"
"205",199,"NEC112F-146",220,0,1.09195972136652,79,0.0834955795248307,0,6.71910180034945,0.653810858726501,"winter"
"206",200,"NEC112F-327",124,0,2.02550233595514,40,0.0558205674993353,0,6.79533904690613,0.735537171363831,"winter"
"207",201,"NEC112F-361",60,0,1.78208789702047,57,0.035509950503333,0,7.68813712741406,0.9210284948349,"winter"
"208",202,"NEC112F-444",111,0,1.57928341144103,51,0.0734385650454361,0,7.4336555566706,0.725436151027679,"winter"
"209",203,"NEC112F-479",100,0,2.03659557747446,41,0.0401445603563792,0,6.79026350995653,0.735537171363831,"winter"
"210",204,"NEC112F-517",36,0,2.05679091540559,56,0.156888141467573,0,7.3854024170208,0.854912757873535,"winter"
"211",205,"NEC113F-1257",83,0,2.40419583140799,39,0.194264216601196,4,0.329000330104167,0.966023862361908,"summer"
"212",206,"NEC113F-1357",55,0,2.07081504832751,20,0.0735191841443247,3,0.46875027334126,0.97245180606842,"summer"
"213",207,"NEC113F-1390",127,0,2.20145141149269,0,1.51153457992705,1,0.221378640900767,1,"summer"
"214",208,"NEC115F-1100",35,13,0.242198774194038,34,0.135234421401931,0,13.9254099893621,0.859504103660583,"summer"
"215",209,"NEC115F-1227",47,3,0.625544436794839,27,0.104899430447194,0,13.2625061324754,0.849403142929077,"summer"
"216",210,"NEC116F-1056",92,1,0.946911711465251,15,0.132748790922552,0,1.98664339273561,0.893480241298676,"summer"
"217",211,"NEC116F-658",7,3,0.939683946791231,29,0.136097286038956,0,9.92881048056588,0.825528025627136,"summer"
"218",212,"NEC116F-693",140,0,1.50936146984766,43,0.0806831031016238,0,3.24837227391286,0.857667565345764,"summer"
"219",213,"NEC117F-1243",64,13,0.195490871939571,32,0.117416543546384,0,13.784802885958,0.861340701580048,"summer"
"220",214,"NEC117F-989",76,21,0.116279983661875,33,0.195443991571869,0,12.2675147433548,0.806244254112244,"summer"
"221",215,"NEC118M-1135",95,0,1.96743943909205,18,0.163516917556146,1,0.963415005610491,0.979797959327698,"summer"
"222",216,"NEC118M-1209",64,0,3.05655485741379,9,0.183610844977365,0,3.86260068371083,0.911845743656158,"summer"
"223",217,"NEC118M-638",36,3,0.436314449499106,21,0.233980453624535,0,4.36176660344049,0.538108348846436,"winter"
"224",218,"NEC118M-708",16,20,0.488053185720615,34,0.0471660375591838,0,3.78068639962747,0.667584955692291,"summer"
"225",219,"NEC118M-852",100,12,0.370974009476021,42,0.148224189052538,0,5.17702970381233,0.269972443580627,"summer"
"226",220,"NEC118M-936",51,36,0.343006250746619,39,0.0801332242739292,0,4.10177822221031,0.482093662023544,"summer"
"227",221,"NEC122M-2028",175,1,0.891570560096605,19,0.28040185267519,0,10.8040899521837,0.72451788187027,"winter"
"228",222,"NEC122M-709",24,29,0.593545646998396,33,0.0397781524855212,0,9.72131520539563,0.576675832271576,"summer"
"229",223,"NEC122M-769",144,110,0.157648137000681,29,0.244465226925475,0,12.6491684392988,0.189164370298386,"summer"
